time,measurement,value
2023-08-10 13:27:46.243723+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:46.348670+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:46.555877+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:46.772516+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:48.533361+00:00,dc_bus_voltage,366.0
2023-08-10 13:27:49.312164+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:49.580104+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:49.842715+00:00,dc_bus_voltage,367.0
2023-08-10 13:27:50.919590+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:51.206769+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:51.451545+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:51.903069+00:00,dc_bus_voltage,367.0
2023-08-10 13:27:52.158333+00:00,dc_bus_voltage,367.0
2023-08-10 13:27:52.503290+00:00,dc_bus_voltage,367.0
2023-08-10 13:27:53.224890+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:53.445719+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:53.662873+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:53.818697+00:00,dc_bus_voltage,371.0
2023-08-10 13:27:54.092312+00:00,dc_bus_voltage,371.0
2023-08-10 13:27:54.358659+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:54.533271+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:54.794234+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:55.004466+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:55.259609+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:55.836397+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:56.153779+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:56.372997+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:56.530350+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:56.903266+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:57.071220+00:00,dc_bus_voltage,368.0
2023-08-10 13:27:57.335830+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:57.543614+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:57.749399+00:00,dc_bus_voltage,369.0
2023-08-10 13:27:58.233184+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:58.441587+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:58.681297+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:59.015939+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:59.478496+00:00,dc_bus_voltage,370.0
2023-08-10 13:27:59.748785+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:00.163629+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:00.318803+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:00.477895+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:00.688229+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:00.839344+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:01.523825+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:01.782088+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:02.037137+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:02.246206+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:02.868870+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:03.180023+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:03.406585+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:03.821928+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:04.104247+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:04.305815+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:04.460283+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:04.733700+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:04.997116+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:05.255884+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:05.461022+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:05.716273+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:05.972354+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:06.122586+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:06.601134+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:06.871272+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:07.074851+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:07.339950+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:07.594074+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:08.000980+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:08.271696+00:00,dc_bus_voltage,365.0
2023-08-10 13:28:08.525650+00:00,dc_bus_voltage,365.0
2023-08-10 13:28:08.733044+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:08.942321+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:09.519831+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:10.024889+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:10.250636+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:10.752235+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:10.958256+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:11.243395+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:11.730900+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:12.214467+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:12.702894+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:13.187997+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:13.458491+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:13.950508+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:14.371841+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:15.115525+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:15.394118+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:15.609607+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:15.874283+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:16.090509+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:16.507577+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:16.780630+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:16.938147+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:17.255680+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:17.521872+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:17.791899+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:17.992328+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:18.260699+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:18.515747+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:18.772165+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:19.076560+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:19.368259+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:20.131307+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:20.408057+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:20.674619+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:20.931452+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:21.249222+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:21.509479+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:21.772268+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:21.936918+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:22.154050+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:22.838731+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:23.148494+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:23.420548+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:23.695112+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:23.970242+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:24.480578+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:24.722484+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:25.306592+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:25.524019+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:26.018053+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:26.227284+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:26.502162+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:26.712387+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:27.001916+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:27.715284+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:27.892489+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:28.097309+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:28.262057+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:28.521457+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:28.748977+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:29.020431+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:29.333131+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:29.548527+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:29.765007+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:30.125302+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:30.606381+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:30.867939+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:31.073767+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:31.207660+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:31.255266+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:31.415555+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:31.626883+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:31.787791+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:32.006448+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:32.161222+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:32.318181+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:32.686813+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:32.971959+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:33.316776+00:00,dc_bus_voltage,363.0
2023-08-10 13:28:33.529340+00:00,dc_bus_voltage,375.0
2023-08-10 13:28:33.684108+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:33.906561+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:34.388340+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:34.694226+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:35.276504+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:35.438475+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:35.652470+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:35.855313+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:36.129425+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:36.599066+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:37.038682+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:37.360742+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:37.570929+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:38.134360+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:38.355048+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:38.568922+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:38.987435+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:39.350974+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:39.564723+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:39.720344+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:39.873099+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:40.245152+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:40.516446+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:40.722429+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:40.942807+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:41.207110+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:41.790178+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:42.335998+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:42.717533+00:00,dc_bus_voltage,375.0
2023-08-10 13:28:42.923126+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:43.189656+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:43.350611+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:43.562436+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:43.826991+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:44.098810+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:44.598963+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:44.799418+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:45.370121+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:45.714468+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:46.211173+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:46.378337+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:46.755478+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:47.023604+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:47.236494+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:47.768083+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:47.925647+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:48.141359+00:00,dc_bus_voltage,377.0
2023-08-10 13:28:48.348965+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:48.720066+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:49.056791+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:49.482598+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:49.899135+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:50.110384+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:50.608519+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:50.894531+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:51.112248+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:51.617934+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:51.833758+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:52.057121+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:52.464107+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:52.683977+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:52.958558+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:53.170569+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:53.448358+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:53.619134+00:00,dc_bus_voltage,374.0
2023-08-10 13:28:53.825274+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:54.062955+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:54.227040+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:54.388955+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:54.608402+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:54.976901+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:55.301868+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:55.515156+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:55.731117+00:00,dc_bus_voltage,371.0
2023-08-10 13:28:55.944670+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:56.207890+00:00,dc_bus_voltage,373.0
2023-08-10 13:28:56.422076+00:00,dc_bus_voltage,368.0
2023-08-10 13:28:56.640454+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:56.795183+00:00,dc_bus_voltage,369.0
2023-08-10 13:28:57.322451+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:57.549408+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:57.813049+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:58.039973+00:00,dc_bus_voltage,367.0
2023-08-10 13:28:58.250508+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:59.135013+00:00,dc_bus_voltage,372.0
2023-08-10 13:28:59.396430+00:00,dc_bus_voltage,370.0
2023-08-10 13:28:59.756144+00:00,dc_bus_voltage,358.0
2023-08-10 13:28:59.919565+00:00,dc_bus_voltage,358.0
2023-08-10 13:29:00.074275+00:00,dc_bus_voltage,358.0
2023-08-10 13:29:00.224172+00:00,dc_bus_voltage,354.0
2023-08-10 13:29:00.582369+00:00,dc_bus_voltage,354.0
